turn_lengths,turn_words,turn_syllables,tcus_per_turn
1125.0,5,7,1
14771.0,31,38,3
19479.0,71,89,4
4277.0,11,15,2
4330.0,2,2,1
638.0,12,15,1
1000.0,2,2,1
504.0,4,4,1
1215.0,2,2,1
1614.0,15,20,3
7896.0,20,23,4
6205.0,26,31,3
1642.0,2,2,1
460.0,7,9,1
2356.0,2,2,1
453.0,6,7,1
10206.0,3,3,2
160.0,19,24,1
18438.0,25,31,6
250.0,11,15,1
19431.0,42,52,5
382.0,10,13,1
4804.0,1,1,1
414.0,11,14,1
3480.0,2,3,1
6556.0,28,36,2
11791.0,16,24,4
1221.0,10,15,1
7450.0,22,27,3
1078.0,3,3,1
6118.0,11,15,3
14282.0,36,45,5
1966.0,4,6,1
656.0,7,9,1
1112.0,7,9,2
3137.0,15,20,2
9033.0,31,36,5
2858.0,2,2,1
7886.0,40,47,4
22315.0,15,16,2
1311.0,6,6,1
23608.0,85,108,12
2335.0,2,2,1
579.0,8,11,1
6347.0,1,1,1
573.0,24,27,1
1689.0,1,1,1
1251.0,10,12,2
184.0,3,3,1
4963.0,20,20,3
294.0,2,2,1
2366.0,12,12,2
3621.0,1,1,1
8151.0,11,13,1
6778.0,3,2,1
5269.0,51,61,3
2505.0,2,2,1
2188.0,15,18,2
3308.0,1,1,1
307.0,9,11,1
1967.0,4,4,3
1132.0,1,1,1
4639.0,20,26,3
4642.0,2,2,1
922.0,14,19,1
5621.0,3,4,1
314.0,22,25,1
2242.0,11,16,2
6099.0,18,21,5
1030.0,2,3,1
436.0,2,2,1
189.0,2,2,1
1650.0,3,7,2
1109.0,2,2,1
624.0,9,11,2
3784.0,16,16,4
4105.0,1,1,1
408.0,13,15,1
5047.0,9,9,2
4487.0,29,32,3
3206.0,1,1,1
309.0,13,16,1
359.0,1,1,1
4506.0,15,21,2
335.0,1,1,1
420.0,2,2,1
4540.0,1,1,1
758.0,19,21,1
8629.0,5,5,2
3833.0,32,38,4
2253.0,7,8,2
3339.0,14,17,2
1884.0,1,1,1
602.0,8,11,1
2279.0,2,2,1
7626.0,45,52,3
2643.0,1,1,1
1529.0,10,12,2
2186.0,6,7,2
583.0,2,3,1
4718.0,22,31,4
3448.0,3,3,2
3788.0,19,26,2
1039.0,2,2,1
3877.0,14,23,2
5811.0,1,1,1
1331.0,26,36,2
527.0,1,1,1
7276.0,3,5,1
317.0,24,32,1
2512.0,2,2,1
13087.0,51,71,6
6154.0,2,2,1
273.0,18,24,1
1310.0,2,2,1
4184.0,23,29,2
1607.0,1,1,1
4638.0,20,33,2
1263.0,1,1,1
4335.0,31,37,3
3356.0,2,2,1
401.0,13,15,1
2757.0,12,12,2
2372.0,18,22,3
2422.0,3,3,2
2791.0,18,23,2
2862.0,14,20,4
6556.0,7,8,4
9781.0,48,65,2
1811.0,1,1,1
390.0,8,8,1
2400.0,2,2,1
3308.0,28,31,3
1191.0,1,1,1
8702.0,34,41,2
6342.0,1,1,1
4704.0,23,27,1
315.0,9,13,1
2016.0,8,8,3
3703.0,18,19,4
6441.0,1,1,1
272.0,23,31,1
980.0,1,1,1
1336.0,9,10,2
196.0,3,3,1
2801.0,2,2,1
8931.0,52,63,5
4431.0,1,1,1
2116.0,22,31,3
379.0,2,2,1
2009.0,8,9,2
1095.0,1,1,1
6438.0,34,45,3
1730.0,3,3,2
8985.0,42,50,4
1350.0,2,2,1
3103.0,25,26,3
1951.0,8,9,3
6145.0,20,26,3
2370.0,1,1,1
7331.0,41,50,4
3490.0,2,2,1
337.0,13,20,1
1274.0,1,1,1
592.0,4,5,1
200.0,2,2,1
3249.0,13,15,2
1710.0,1,1,1
1883.0,22,24,4
4683.0,2,2,1
251.0,17,22,1
6328.0,21,27,4
1990.0,1,1,1
9771.0,42,51,3
532.0,11,12,2
618.0,2,2,1
6758.0,23,26,4
180.0,2,2,1
4180.0,14,18,3
7752.0,1,1,1
563.0,37,53,2
5544.0,1,1,1
327.0,24,25,1
890.0,2,2,1
500.0,4,5,1
4682.0,24,32,3
1838.0,4,4,1
346.0,8,8,1
1020.0,1,1,1
315.0,3,3,1
1590.0,1,1,1
612.0,12,17,2
450.0,1,1,1
2689.0,10,11,2
511.0,2,3,1
306.0,1,1,1
2050.0,1,1,1
3189.0,15,20,2
1376.0,1,1,1
1165.0,7,8,1
7208.0,28,40,2
2902.0,1,1,1
401.0,13,18,1
354.0,2,2,1
10844.0,37,44,3
5293.0,2,2,1
611.0,28,34,2
740.0,1,1,1
5096.0,19,20,3
1730.0,2,2,1
766.0,12,16,2
5680.0,1,1,1
3107.0,34,42,4
3238.0,1,1,1
645.0,18,22,1
206.0,2,3,1
760.0,1,1,1
217.0,4,4,1
5045.0,20,22,2
497.0,1,1,1
800.0,2,2,1
1144.0,4,4,1
290.0,6,7,1
1629.0,3,3,2
184.0,5,6,1
1344.0,7,7,3
2104.0,7,7,2
360.0,4,5,1
6780.0,20,22,3
410.0,1,1,1
335.0,1,2,1
3120.0,1,1,1
498.0,11,11,1
530.0,2,2,1
340.0,2,2,1
4705.0,2,2,1
3589.0,23,30,2
350.0,4,6,1
7407.0,19,22,2
770.0,2,2,1
400.0,3,4,1
5805.0,2,2,1
3564.0,26,29,2
3420.0,2,2,1
4320.0,26,31,2
399.0,6,8,1
400.0,1,2,1
435.0,1,1,1
420.0,2,2,1
1570.0,2,2,1
2339.0,17,19,2
1330.0,1,1,1
5486.0,24,27,3
780.0,7,7,1
630.0,2,2,1
1710.0,2,2,1
350.0,7,8,1
2240.0,1,2,1
430.0,11,11,1
1852.0,4,4,2
1481.0,14,16,2
2560.0,2,2,1
550.0,11,15,1
1090.0,1,2,1
460.0,5,5,1
700.0,2,2,1
7531.0,28,37,4
1170.0,2,2,1
2213.0,14,14,2
3200.0,1,1,1
370.0,9,12,1
1460.0,2,2,1
4401.0,19,21,3
5415.0,2,2,1
360.0,18,20,1
1910.0,2,2,1
980.0,8,10,1
486.0,3,3,1
380.0,2,2,1
1980.0,2,2,1
596.0,12,13,1
8527.0,3,4,2
250.0,21,28,1
1975.0,3,3,2
6024.0,25,31,3
574.0,11,12,2
696.0,3,3,2
3300.0,1,2,1
730.0,16,18,1
1490.0,2,2,1
4757.0,44,58,4
1180.0,2,2,1
3128.0,15,19,2
3770.0,2,2,1
6203.0,37,42,3
3240.0,2,2,1
961.0,19,25,3
3000.0,5,7,2
10305.0,42,51,4
1230.0,2,2,1
470.0,5,6,1
3540.0,2,2,1
5322.0,40,52,4
700.0,1,1,1
4215.0,10,12,2
341.0,5,5,2
1649.0,8,8,4
850.0,2,2,1
220.0,5,5,1
1899.0,1,1,1
160.0,9,9,1
3286.0,7,7,2
3561.0,11,18,2
1520.0,2,2,1
5429.0,8,10,1
4000.0,7,8,1
2898.0,26,31,3
2048.0,7,10,3
720.0,1,1,1
13542.0,42,56,6
1080.0,2,2,1
6059.0,24,31,2
7060.0,1,1,1
750.0,21,23,1
8337.0,1,1,1
330.0,24,31,1
2608.0,6,8,2
3252.0,7,7,2
11957.0,42,55,3
330.0,3,3,1
150.0,2,2,1
1560.0,1,1,1
350.0,6,6,1
4440.0,1,1,1
3662.0,28,36,2
530.0,1,2,1
1060.0,1,1,1
960.0,4,4,1
1762.0,5,7,2
350.0,2,4,1
3826.0,18,20,5
2490.0,3,3,1
190.0,9,13,1
693.0,6,7,2
3960.0,10,10,2
515.0,8,8,2
1663.0,3,3,2
480.0,4,4,1
680.0,1,1,1
4403.0,2,2,1
5522.0,38,42,3
1670.0,2,2,1
846.0,9,10,2
7330.0,2,2,1
500.0,22,27,1
780.0,2,2,1
130.0,2,3,1
1320.0,1,1,1
680.0,6,6,1
1860.0,1,1,1
5851.0,19,26,4
610.0,9,9,1
780.0,1,5,1
2538.0,8,14,2
6000.0,4,4,1
590.0,20,22,1
1970.0,2,2,1
390.0,10,11,1
2270.0,1,1,1
402.0,13,16,1
1240.0,1,1,1
653.0,4,4,1
1780.0,3,3,1
2250.0,7,8,1
2200.0,9,11,1
414.0,12,15,2
1075.0,4,4,2
4150.0,1,1,1
650.0,14,16,1
3425.0,13,15,3
320.0,2,3,1
290.0,2,2,1
620.0,1,1,1
2050.0,2,2,1
6591.0,30,33,4
513.0,8,10,1
430.0,2,2,1
3916.0,1,1,1
3068.0,20,29,2
600.0,2,2,1
635.0,6,6,2
1375.0,4,4,2
440.0,3,7,1
1680.0,1,1,1
7169.0,32,38,2
4014.0,3,3,1
2402.0,19,24,3
710.0,4,5,2
4967.0,18,20,3
5713.0,21,25,2
900.0,1,1,1
1050.0,5,6,1
910.0,2,2,1
406.0,4,5,2
4944.0,1,1,1
450.0,14,19,1
3260.0,2,2,1
470.0,7,9,1
5288.0,25,25,3
3230.0,2,2,1
5469.0,30,34,3
1400.0,1,1,1
430.0,6,6,1
1507.0,6,6,2
2230.0,1,1,1
380.0,12,14,1
3760.0,2,2,1
470.0,10,14,1
3430.0,2,2,1
13626.0,50,69,4
3460.0,2,2,1
2720.0,14,21,1
860.0,13,21,1
290.0,4,4,1
553.0,3,3,2
720.0,1,1,1
5902.0,27,31,2
2260.0,1,2,1
410.0,10,10,1
4930.0,2,2,1
710.0,19,22,1
2170.0,3,3,1
2925.0,19,26,2
3534.0,2,2,1
4591.0,11,13,1
850.0,18,20,1
3464.0,13,14,2
2300.0,2,2,1
4425.0,37,41,3
1755.0,4,4,2
12792.0,46,47,4
130.0,3,3,1
7327.0,47,56,2
13260.0,3,4,2
1770.0,16,21,1
9546.0,30,34,8
760.0,9,11,1
15535.0,47,60,3
3015.0,10,12,1
10091.0,35,54,5
908.0,1,1,1
1719.0,1,1,1
585.0,5,7,1
4573.0,1,1,1
5917.0,32,40,3
4706.0,2,2,1
520.0,18,23,1
9372.0,2,2,1
977.0,24,35,1
692.0,3,3,1
375.0,3,3,2
900.0,2,2,1
1510.0,4,4,1
4473.0,7,8,1
2923.0,18,31,2
1733.0,2,2,1
7378.0,28,32,3
1012.0,4,4,1
17512.0,25,32,4
2820.0,4,4,1
6598.0,23,29,3
4646.0,4,4,1
557.0,12,15,1
3653.0,14,18,4
2841.0,2,2,1
3848.0,12,12,1
460.0,13,16,1
3115.0,2,2,1
5990.0,28,40,2
5529.0,2,2,1
12434.0,52,65,6
6244.0,1,1,1
1676.0,31,36,3
1531.0,3,3,2
530.0,3,8,1
1427.0,1,1,1
771.0,17,22,2
3697.0,5,7,2
503.0,16,20,1
900.0,2,2,1
377.0,2,4,1
7324.0,29,37,2
2410.0,1,1,1
11883.0,50,67,4
1760.0,5,5,1
10243.0,28,34,2
7623.0,41,51,5
1803.0,2,2,1
520.0,8,9,1
498.0,2,2,2
11382.0,43,47,4
13257.0,48,56,7
1830.0,2,2,1
16219.0,57,76,6
1435.0,3,3,1
8950.0,34,41,4
432.0,8,10,2
8553.0,2,2,2
469.0,19,27,1
2299.0,2,2,1
790.0,5,7,1
472.0,3,3,1
6980.0,8,11,2
4612.0,25,38,2
2191.0,7,11,2
5374.0,4,6,1
7452.0,20,23,1
2760.0,16,18,2
11933.0,26,34,3
1514.0,1,1,1
12296.0,32,36,4
13758.0,67,87,6
1557.0,1,1,1
538.0,9,11,1
998.0,3,3,1
5884.0,31,40,6
3598.0,2,2,1
3241.0,30,41,2
329.0,10,12,2
4872.0,33,36,5
221.0,1,1,1
1419.0,3,3,2
4285.0,17,20,3
4356.0,2,2,1
1710.0,18,23,3
675.0,1,1,1
5206.0,19,24,3
442.0,2,2,1
244.0,1,1,1
327.0,1,1,1
993.0,1,1,1
4325.0,23,31,3
2616.0,23,24,4
4547.0,2,2,1
280.0,16,20,2
2617.0,1,1,1
1529.0,22,23,3
981.0,1,3,1
379.0,4,4,1
296.0,1,1,1
945.0,1,1,1
4754.0,31,38,4
4255.0,13,17,3
328.0,2,2,1
250.0,2,2,1
12243.0,44,58,4
1253.0,2,2,1
425.0,5,7,1
1175.0,4,9,2
150.0,2,2,1
4319.0,12,13,3
290.0,5,7,1
480.0,2,3,1
1067.0,3,4,1
220.0,6,7,1
1574.0,1,1,1
1929.0,14,16,2
270.0,2,2,1
8479.0,15,21,2
6568.0,42,52,3
1990.0,2,2,1
12292.0,61,74,7
612.0,2,2,1
4919.0,33,36,4
19390.0,48,54,9
3688.0,1,1,1
39517.0,76,91,5
1794.0,31,33,1
24020.0,70,78,9
6162.0,2,2,1
3283.0,29,32,2
2118.0,1,1,1
4818.0,35,37,3
9538.0,7,8,1
9354.0,41,52,2
1500.0,2,2,1
380.0,7,9,1
4239.0,18,22,4
1150.0,2,2,1
5584.0,30,36,2
3993.0,18,21,3
940.0,1,1,1
3921.0,22,29,2
2859.0,2,4,2
290.0,12,13,1
6133.0,31,34,2
6262.0,19,29,3
870.0,2,2,1
2204.0,12,15,2
520.0,3,4,1
2985.0,5,5,2
5792.0,27,33,3
240.0,1,3,1
1510.0,2,2,1
1666.0,12,12,2
3406.0,12,17,2
850.0,1,3,1
3790.0,4,4,1
353.0,22,27,2
3220.0,2,2,1
250.0,16,16,1
8282.0,41,53,4
840.0,2,3,1
7733.0,44,53,4
1694.0,12,18,2
1600.0,5,7,1
4993.0,7,12,1
320.0,24,28,1
5530.0,1,1,1
11789.0,29,35,1
180.0,25,32,1
8994.0,52,59,7
1101.0,5,7,2
340.0,5,7,1
3617.0,3,3,2
5034.0,33,41,3
2884.0,8,9,2
5846.0,13,18,2
1210.0,12,13,1
4120.0,7,8,1
7008.0,41,58,2
6873.0,31,41,4
1145.0,4,9,2
4191.0,20,23,2
1570.0,1,1,1
8230.0,41,49,4
3240.0,2,3,1
300.0,20,24,1
2534.0,9,9,3
1810.0,2,2,1
2953.0,18,22,2
4289.0,10,13,3
230.0,4,4,1
11064.0,33,45,3
10228.0,3,3,2
1814.0,8,8,1
5823.0,19,30,3
12669.0,25,37,4
14601.0,39,56,4
5911.0,5,6,1
10658.0,31,46,2
986.0,2,2,1
19055.0,15,15,3
419.0,28,35,1
8978.0,2,2,1
20895.0,87,124,4
28801.0,61,89,4
13099.0,2,2,1
2555.0,31,45,1
656.0,8,11,1
1860.0,2,2,1
810.0,8,11,1
15548.0,27,42,3
10698.0,7,12,1
6342.0,25,37,2
4129.0,19,21,3
590.0,1,1,1
9425.0,3,4,1
45817.0,66,89,6
507.0,40,57,1
11334.0,2,2,1
323.0,33,40,1
11480.0,2,2,1
596.0,56,71,2
2869.0,4,4,3
16208.0,39,57,3
6997.0,12,22,4
2420.0,2,3,1
11004.0,41,52,5
4021.0,2,2,1
410.0,15,18,1
4634.0,6,7,2
10594.0,30,37,3
4357.0,2,2,1
3230.0,17,20,2
1570.0,3,3,1
8269.0,45,60,6
15247.0,19,22,3
701.0,27,34,1
963.0,2,2,1
463.0,3,3,1
2726.0,2,2,1
627.0,8,11,1
1620.0,2,2,1
967.0,5,6,1
1960.0,3,3,1
5434.0,25,30,3
1400.0,2,2,1
5942.0,10,16,2
1980.0,3,3,1
7648.0,15,21,4
697.0,5,7,1
2833.0,8,8,3
3189.0,1,1,1
979.0,7,11,1
396.0,3,3,1
480.0,1,1,1
2044.0,3,3,1
390.0,6,10,1
310.0,1,1,1
7934.0,1,1,1
5230.0,27,35,2
4064.0,4,4,1
25936.0,91,108,9
1210.0,2,2,1
3997.0,20,21,2
604.0,1,1,1
6313.0,19,22,4
4585.0,2,2,1
489.0,8,18,1
2169.0,1,1,1
480.0,5,5,1
830.0,2,2,1
7901.0,23,30,2
519.0,1,1,1
9302.0,26,33,3
3274.0,3,3,2
2769.0,12,15,2
4714.0,21,25,3
2240.0,4,4,1
11535.0,39,48,5
938.0,3,3,1
10324.0,25,32,3
1780.0,2,2,1
6989.0,26,30,3
756.0,1,1,1
652.0,1,3,1
765.0,3,3,1
600.0,1,3,1
2195.0,10,12,3
2435.0,2,2,1
10307.0,32,41,2
3100.0,1,1,1
467.0,7,11,1
3710.0,1,1,1
2167.0,20,21,2
1442.0,2,2,1
525.0,3,5,1
4140.0,3,4,2
11377.0,7,8,1
1750.0,6,6,1
11217.0,31,41,6
5387.0,17,22,3
3300.0,15,16,4
1770.0,2,2,1
210.0,8,9,1
2550.0,3,3,2
537.0,6,7,1
912.0,2,2,1
1988.0,12,13,2
580.0,3,3,1
19294.0,30,44,3
1247.0,2,2,1
25322.0,75,97,4
350.0,3,4,1
12681.0,50,59,9
1798.0,6,7,2
2076.0,2,2,1
320.0,9,15,1
602.0,2,2,2
3464.0,2,2,1
459.0,11,15,1
933.0,2,2,1
9128.0,31,39,2
770.0,1,1,1
351.0,3,3,1
154.0,1,1,1
1892.0,2,2,1
869.0,9,11,1
2915.0,5,5,1
389.0,9,12,1
627.0,1,1,1
3410.0,1,2,1
380.0,15,15,1
4290.0,2,2,1
375.0,19,24,1
2571.0,1,1,1
460.0,11,14,1
631.0,2,2,1
1229.0,5,5,1
360.0,4,7,1
3564.0,1,1,1
340.0,12,16,1
5029.0,2,2,1
16350.0,67,85,5
5044.0,1,1,1
4791.0,24,34,3
1991.0,2,2,1
333.0,9,14,2
1033.0,1,1,1
572.0,5,6,1
2131.0,4,4,1
278.0,11,12,1
3350.0,2,2,2
214.0,10,11,1
2094.0,1,1,1
1810.0,12,14,2
1871.0,1,1,1
284.0,8,12,1
9148.0,32,38,4
2774.0,1,1,1
762.0,12,16,1
7381.0,3,4,1
9099.0,52,58,5
1188.0,2,2,1
820.0,4,7,1
408.0,3,5,1
5048.0,13,16,2
4140.0,2,2,1
6714.0,34,49,4
5350.0,2,2,1
1135.0,18,25,1
307.0,6,6,1
6601.0,31,33,3
3885.0,2,2,1
453.0,14,19,1
7298.0,27,32,3
3585.0,2,2,1
7554.0,21,23,2
2730.0,2,1,1
1683.0,6,11,1
2760.0,6,9,1
3887.0,27,34,3
1680.0,1,1,1
3513.0,21,24,3
2278.0,6,8,3
246.0,9,11,1
5380.0,16,21,2
2957.0,1,1,1
10539.0,23,33,2
337.0,30,39,1
6014.0,2,2,1
6969.0,46,55,3
1070.0,1,1,1
500.0,8,9,2
1206.0,2,2,1
34554.0,119,162,7
57692.0,105,148,5
1186.0,45,61,2
11714.0,4,4,1
2096.0,36,50,1
34392.0,136,165,9
12601.0,55,66,4
31651.0,101,128,11
554.0,1,1,1
16434.0,54,74,3
730.0,1,1,1
8508.0,35,46,3
7576.0,27,36,4
6272.0,2,2,1
551.0,45,60,2
1363.0,4,4,2
6862.0,27,33,3
18516.0,60,75,5
7780.0,1,1,1
16805.0,69,84,4
430.0,6,7,1
2485.0,2,2,1
540.0,11,14,1
14508.0,54,70,6
447.0,1,1,1
1051.0,2,2,1
361.0,7,8,1
10178.0,34,38,4
3246.0,11,13,3
1135.0,1,1,1
344.0,5,7,1
7918.0,19,32,5
1112.0,9,13,2
6939.0,13,18,6
250.0,15,16,1
3084.0,1,1,1
560.0,18,20,1
1084.0,2,2,1
4330.0,5,8,1
10971.0,56,69,3
1015.0,3,3,2
1030.0,1,1,1
733.0,6,8,2
1245.0,1,1,1
2118.0,12,16,2
1264.0,8,9,2
43447.0,115,154,11
296.0,4,4,1
3675.0,1,1,1
590.0,14,19,1
2103.0,9,9,3
244.0,2,2,1
3520.0,1,1,1
196.0,12,18,1
2018.0,13,18,3
2054.0,5,5,2
1961.0,1,1,1
559.0,5,9,1
9228.0,2,2,1
500.0,15,20,1
880.0,2,2,1
3051.0,1,1,1
1033.0,9,17,1
4529.0,11,16,3
1946.0,8,10,2
848.0,4,5,1
5548.0,2,2,1
490.0,9,16,1
34692.0,95,125,8
9956.0,15,23,1
330.0,4,4,1
9883.0,22,29,3
1936.0,5,5,2
7099.0,10,16,2
10111.0,38,50,3
463.0,7,9,1
2389.0,2,2,1
11213.0,7,8,2
713.0,15,16,1
6766.0,25,37,5
1124.0,3,3,2
534.0,1,4,1
50107.0,134,179,8
540.0,10,13,1
446.0,1,1,1
1020.0,1,1,1
7709.0,6,7,2
633.0,13,18,1
4023.0,2,2,1
460.0,7,11,1
4978.0,1,1,1
527.0,11,16,1
2974.0,2,2,1
477.0,7,11,1
3083.0,1,1,1
511.0,8,12,1
996.0,2,2,1
255.0,1,4,1
5386.0,16,23,4
650.0,1,1,1
9411.0,25,35,3
521.0,8,10,1
2110.0,1,1,1
2100.0,6,11,1
14616.0,42,55,5
22915.0,75,96,6
6233.0,13,19,4
22487.0,76,98,9
4290.0,3,3,2
831.0,11,17,1
23017.0,51,59,5
333.0,17,21,1
14632.0,30,46,6
7824.0,38,48,4
3580.0,1,1,1
8078.0,39,51,3
8429.0,21,26,5
14050.0,69,88,8
5237.0,4,4,2
153.0,16,17,1
1812.0,5,7,2
1433.0,1,1,1
8856.0,19,24,3
439.0,15,17,1
1603.0,2,2,2
630.0,5,6,1
3014.0,8,12,2
2572.0,5,7,1
356.0,10,10,1
11829.0,36,40,3
1380.0,1,1,1
1668.0,12,14,2
3805.0,1,1,1
542.0,17,19,1
1389.0,1,2,1
11278.0,40,55,3
23791.0,17,21,3
3624.0,39,45,1
48393.0,25,33,6
330.0,25,31,1
34240.0,51,72,6
3993.0,20,26,2
7660.0,13,21,2
4220.0,2,3,1
5913.0,7,11,2
534.0,9,10,1
13621.0,33,41,6
6757.0,3,3,1
11935.0,35,46,3
2821.0,3,3,2
1856.0,7,10,2
18756.0,66,80,6
2230.0,1,1,1
6456.0,30,38,5
557.0,1,1,1
1863.0,2,2,1
4303.0,22,26,2
1320.0,1,1,1
3535.0,19,23,2
2560.0,1,1,1
2963.0,12,14,2
821.0,14,16,2
1071.0,2,2,2
1615.0,4,6,1
9014.0,21,31,2
13348.0,47,54,4
3257.0,2,5,1
4203.0,26,39,5
2738.0,14,17,4
13642.0,55,74,5
2611.0,1,1,1
3051.0,19,22,2
2313.0,8,9,2
2504.0,6,6,2
5137.0,9,10,2
3017.0,20,22,3
422.0,2,2,2
1079.0,3,3,1
7318.0,17,22,3
7025.0,24,31,4
791.0,5,7,1
8075.0,28,32,3
2842.0,12,12,2
15652.0,41,44,3
432.0,8,9,1
3934.0,5,5,2
1936.0,5,5,1
7359.0,37,45,3
1599.0,4,7,2
3805.0,1,1,1
7739.0,33,52,3
8101.0,25,31,4
13015.0,31,44,4
1448.0,1,1,1
27514.0,67,95,7
2660.0,18,22,2
542.0,2,2,1
1475.0,1,1,1
6358.0,6,7,2
660.0,21,30,1
7378.0,17,23,3
379.0,1,1,1
3820.0,2,2,1
1767.0,24,27,2
395.0,3,3,1
3923.0,1,1,1
605.0,12,16,1
4362.0,21,23,3
9031.0,26,38,2
38425.0,69,95,7
2316.0,16,23,2
60860.0,1,1,1
375.0,30,42,1
52029.0,108,142,10
7547.0,27,33,3
5788.0,1,1,1
285.0,24,29,1
35002.0,100,135,8
16358.0,47,65,7
427.0,1,2,1
352.0,2,2,1
13770.0,52,75,3
360.0,1,1,1
28645.0,79,115,3
850.0,2,2,1
6646.0,12,13,3
341.0,6,7,1
1100.0,2,2,1
12465.0,41,49,5
3394.0,2,2,1
329.0,11,15,1
6130.0,2,2,1
12071.0,64,74,3
1440.0,2,4,2
10239.0,40,48,3
646.0,2,2,1
230.0,5,6,1
468.0,9,15,2
1696.0,2,2,2
1607.0,2,2,1
11368.0,3,3,1
611.0,50,62,2
15659.0,51,67,6
4149.0,5,5,2
2818.0,15,23,3
2988.0,6,6,4
505.0,2,2,1
1520.0,1,1,1
360.0,5,7,1
5605.0,20,30,4
2615.0,2,2,1
510.0,4,6,1
3620.0,1,1,1
681.0,14,19,1
1530.0,3,3,1
6007.0,22,31,3
21862.0,71,88,8
551.0,16,20,2
5406.0,37,52,4
8157.0,18,26,4
2340.0,1,1,1
1180.0,6,8,1
1260.0,3,6,1
1004.0,6,6,1
1750.0,3,3,1
2543.0,22,25,2
2090.0,2,2,1
23443.0,76,95,3
463.0,2,2,1
505.0,2,2,1
6964.0,1,1,1
621.0,20,24,1
1107.0,8,8,3
1497.0,13,17,2
2594.0,16,19,3
1890.0,1,1,1
396.0,9,10,1
2810.0,4,4,2
20825.0,62,77,4
538.0,3,3,1
4534.0,1,1,1
5336.0,28,42,2
3518.0,2,2,1
6988.0,37,47,4
1560.0,1,1,1
2061.0,12,18,2
7796.0,2,2,1
436.0,29,40,1
700.0,1,1,1
5508.0,15,17,4
380.0,10,11,1
1261.0,4,4,3
5380.0,16,19,2
1535.0,5,7,1
8397.0,25,31,4
930.0,8,11,1
5231.0,18,28,4
1737.0,9,11,2
670.0,1,1,1
15666.0,69,89,4
9452.0,26,35,6
320.0,2,2,1
12845.0,32,41,5
1660.0,3,4,1
410.0,4,8,1
2488.0,4,5,2
1116.0,7,8,2
7581.0,18,29,2
2360.0,6,7,1
1430.0,6,10,1
1906.0,6,6,1
450.0,4,8,1
460.0,2,2,2
2050.0,1,1,1
550.0,8,14,1
398.0,2,3,1
17450.0,49,51,6
480.0,6,7,1
18828.0,58,82,4
17306.0,28,35,5
2710.0,5,5,1
53674.0,123,155,9
430.0,22,25,1
16441.0,61,80,4
2996.0,2,2,1
390.0,11,13,1
1667.0,5,6,2
6262.0,8,10,1
558.0,20,26,1
2210.0,1,1,1
389.0,9,12,1
1208.0,4,4,3
2773.0,9,9,3
8878.0,37,44,4
990.0,2,2,1
1602.0,4,5,1
950.0,5,6,1
1895.0,11,12,2
6482.0,2,2,1
